CO_PROCEDIMENTO,CO_PROCEDIMENTO_SIA_SIH,TP_PROCEDIMENTO
0701090090,21057060,A
0701100010,38053020,A
0701100028,38053098,A
0701100036,38053039,A
0701100044,38053012,A
0701100052,38053071,A
0701100060,38053063,A
0701100079,38053080,A
0701100087,38053047,A
0701100095,38053055,A
0701100109,38053101,A
0702010014,93401558,H
0702010022,93401582,H
0702010030,93401051,H
0702010049,93401477,H
0702010057,93401060,H
0702010065,93401450,H
0702010081,93401256,H
0702010090,93401213,H
0702010103,93401604,H
0702010111,93401078,H
0702010120,93401434,H
0702010138,93401523,H
0702010154,93401590,H
0702010162,93401469,H
0702010170,93401531,H
0702010189,93401540,H
0702010197,93401612,H
0702010200,93401230,H
0702010219,93401442,H
0702020028,10082050,A
0702020036,10082069,A
0702020044,10082077,A
0702030023,93393210,H
0702030031,93397208,H
0702030040,93397194,H
0702030058,93396473,H
0702030066,93391145,H
0702030074,93392303,H
0702030082,93392451,H
0702030090,93392192,H
0702030104,93392214,H
0702030112,93392486,H
0702030120,93392168,H
0702030139,93392230,H
0702030147,93392400,H
0702030155,93392419,H
0702030163,93392176,H
0702030171,93392184,H
0702030180,93392389,H
0702030198,93392249,H
0702030201,93392257,H
0702030210,93392222,H
0702030228,93392346,H
0702030236,93392478,H
0702030244,93392354,H
0702030252,93392370,H
0702030260,93392362,H
0702030279,93392338,H
0702030287,93392320,H
0702030295,93392460,H
0702030309,93392494,H
0702030317,93392290,H
0702030325,93394144,H
0702030333,93394136,H
0702030341,93391129,H
0702030350,93399170,H
0702030368,93399162,H
0702030376,93399189,H
0702030384,93399103,H
0702030392,93399120,H
0702030406,93399111,H
0702030414,93399138,H
0702030422,93399146,H
0702030430,93391170,H
0702030449,93397224,H
0702030457,93391196,H
0702030465,93396350,H
0702030473,93396368,H
0702030481,93396317,H
0702030490,93396325,H
0702030503,93392427,H
0702030511,93396287,H
0702030520,93396295,H
0702030538,93396309,H
0702030546,93396341,H
0702030554,93396333,H
0702030562,93396546,H
0702030570,93396538,H
0702030589,93392435,H
0702030597,93392206,H
0702030600,93399154,H
0702030619,93398387,H
0702030627,93398379,H
0702030635,93398360,H
0702030643,93398352,H
0702030651,93398417,H
0702030660,93398425,H
0702030678,93398433,H
0702030686,93398441,H
0702030694,93398310,H
0702030708,93398301,H
0702030716,93398409,H
0702030724,93398336,H
0702030732,93398328,H
0702030740,93398344,H
0702030759,93398395,H
0702030767,93392265,H
0702030783,93398654,H
0702030791,93397216,H
0702030805,93399200,H
0702030813,93395590,H
0702030821,93395485,H
0702030830,93395426,H
0702030848,93395345,H
0702030856,93395361,H
0702030864,93395477,H
0702030872,93395337,H
0702030880,93395302,H
0702030899,93395370,H
0702030902,93395264,H
0702030910,93395256,H
0702030929,93395388,H
0702030937,93395272,H
0702030945,93395299,H
0702030953,93395450,H
0702030961,93395400,H
0702030970,93395310,H
0702030988,93395442,H
0702030996,93395396,H
0702031003,93395280,H
0702031011,93395418,H
0702031020,93395329,H
0702031038,93395493,H
0702031046,93395582,H
0702031054,93395604,H
0702031062,93395612,H
0702031070,93395469,H
0702031089,93395434,H
0702031097,93395353,H
0702031100,93395574,H
0702031127,93392532,H
0702031135,93392524,H
0702031143,93392516,H
0702031151,93392583,H
0702031160,93392605,H
0702031178,93392591,H
0702031186,93392613,H
0702031194,93392621,H
0702031208,93392630,H
0702031216,93392648,H
0702031224,93392150,H
0702031232,93392508,H
0702031240,93392540,H
0702031259,93392311,H
0702031267,93396430,H
0702031275,93391102,H
0702031283,93392273,H
0702031291,93392281,H
0702040010,93329148,H
0702040029,93323140,H
0702040037,93329130,H
0702040045,93321228,H
0702040053,93321201,H
0702040061,93321198,H
0702040070,93327161,H
0702040088,93327129,H
0702040096,93327099,H
0702040100,93327153,H
0702040118,93329199,H
0702040126,93329300,H
0702040134,93327137,H
0702040142,93328028,H
0702040150,93329164,H
0702040169,93327307,H
0702040177,93329040,H
0702040185,93329245,H
0702040193,93329237,H
0702040207,93329032,H
0702040215,93329024,H
0702040223,93327226,H
0702040231,93329229,H
0702040240,93322119,H
0702040258,93322127,H
0702040266,93322100,H
0702040274,93322135,H
0702040282,93327269,H
0702040290,93327250,H
0702040304,93329202,H
0702040312,93329172,H
0702040320,93324200,H
0702040339,93324189,H
0702040347,93324197,H
0702040355,93324219,H
0702040363,93329091,H
0702040371,93324146,H
0702040380,93327170,H
0702040380,93329261,H
0702040398,93326270,H
0702040401,93322097,H
0702040410,93321163,H
0702040428,93321023,H
0702040436,93321210,H
0702040444,93329067,H
0702040452,93329059,H
0702040460,93329083,H
0702040479,93329075,H
0702040487,93327277,H
0702040517,93327234,H
0702040533,93327196,H
0702040541,93323131,H
0702040550,93329156,H
0702040568,93323166,H
0702040576,93323158,H
0702040584,93327315,H
0702040592,93322143,H
0702040606,93327285,H
0702050016,93481233,H
0702050024,93481195,H
0702050032,93481381,H
0702050040,93481365,H
0702050059,93327021,H
0702050067,93481187,H
0702050075,93481322,H
0702050083,93329296,H
0702050091,93481403,H
0702050105,99084015,H
0702050121,93481250,H
0702050130,93327188,H
0702050148,93397232,H
0702050156,93396562,H
0702050164,93481098,H
0702050172,93393245,H
0702050180,93393253,H
0702050199,93393237,H
0702050229,93398468,H
0702050237,93398450,H
0702050245,93398476,H
0702050261,93481160,H
0702050270,93481276,H
0702050288,93481268,H
0702050296,93391110,H
0702050300,93396376,H
0702050318,93396384,H
0702050326,93396392,H
0702050334,93396422,H
0702050342,93481110,H
0702050350,93401493,H
0702050369,93401507,H
0702050377,93398581,H
0702050407,93398662,H
0702050415,93398522,H
0702050423,93401515,H
0702050431,93325053,H
0702050440,93325061,H
0702050458,93395558,H
0702050466,93395540,H
0702050474,93395620,H
0702050482,93395639,H
0702050490,93395566,H
0702050504,93481179,H
0702050512,93396406,H
0702050520,93396490,H
0702050539,93481101,H
0702050547,93481390,H
0702050555,93481225,H
0702050563,93481217,H
0702050571,93481209,H
0702050580,93481292,H
0702050784,93391145,H
0702050792,93394136,H
0702060011,21054347,A
0702060011,93311036,H
0702060020,93311117,H
0702060038,93311125,H
0702080012,93381220,H
0702080020,93381239,H
0702080039,93381212,H
0702090018,93371101,H
0702090034,93485085,H
0702090042,93481411,H
0702100013,27021025,A
0702100021,27021017,A
0702100030,27021033,A
0702100048,27022021,A
0702100056,27022048,A
0702100064,27022030,A
0702100072,27022013,A
0702100080,27022056,A
0702100099,27021068,A
0702100102,27021076,A
0702110019,93600054,H
0702110027,93600046,H
0702110035,93600038,H
0702120014,93800452,H
0702120022,93800398,H
0702120030,93800487,H
0702120030,93800495,H
0702120049,93800479,H
0702120057,93800410,H
0702120065,30041023,A
0702120065,93800436,H
0801010012,07071027,A
0801010020,07071035,A
0801010039,95002014,H
0801010047,99085011,H
0802010032,99079011,H
0802010040,99080010,H
0802010059,99081016,H
0802010067,96007010,H
0802010067,96007028,H
0802010067,96007036,H
0802010075,96006013,H
0802010075,96006021,H
0802010075,96006030,H
0802010083,96001011,H
0802010083,96001020,H
0802010083,96001038,H
0802010091,96002018,H
0802010091,96002026,H
0802010091,96002034,H
0802010113,96008016,H
0802010113,96008024,H
0802010113,96008032,H
0802010121,96004010,H
0802010121,96004029,H
0802010121,96004037,H
0802010130,96003014,H
0802010130,96003022,H
0802010130,96003030,H
0802010156,96005017,H
0802010156,96005025,H
0802010156,96005033,H
0802010199,99003015,H
0802020011,99086018,H
0802020020,99083019,H
0803010010,07062044,A
0803010028,07062036,A
0803010036,07062044,A
0803010044,07062044,A
0803010052,07062036,A
0803010060,07062044,A
0803010079,07061013,A
0803010087,07061013,A
0803010095,07061030,A
0803010109,07061021,A
0803010117,07061030,A
0803010125,07061021,A
0803010133,07061013,A
0803010141,07061013,A
